Sample.ID,Start.Weight,Weight_g,Delta.Weight.FC,Fat.mass_g,Lean.mass_g,Pre.blood.value,Post.blood.value,Insulin_pre_ng.mL,GIP_pre_pg.mL,Glucagon_pre_ng.mL.,Leptin_pre_ng.mL,Resistin_pre_ng.mL,Insulin_post_ng.mL,GIP_post_pg.mL,Glucagon_post_ng.mL,Leptin_post_ng.mL,Resistin_post_ng.mL,Log10.Pre.blood.value,Log10.Post.blood.value,Log10.Insulin_pre_ng.mL,Log10.Insulin_post_ng.mL,Log10.GIP_pre_pg.mL,Log10.GIP_post_pg.mL,Log10.Glucagon_pre_ng.mL.,Log10.Glucagon_post_ng.mL,Sqrt.Leptin_pre_ng.mL,Sqrt.Leptin_post_ng.mL,Sqrt.Resistin_pre_ng.mL,Sqrt.Resistin_post_ng.mL,Glucose.FC,Insulin.FC,GIP.FC,Glucagon.FC,Leptin.FC,Resistin.FC,Log10.Glucose.FC,Log10.Insulin_FC,Log10.GIP_FC,Log10.Glucagon_FC,Log10.Leptin_FC,Log10.Resistin_FC
44RN,27.23,39.4,1.446933529,6.86,30.58,236,238,4.82553,122.58,0.01441,7.11386,15.77101,3.34085,145.37,0.01441,3.29636,12.57281,5.463831805,5.472270674,1.573920573,1.206225266,4.808763878,4.979282216,-4.239832869,-4.239832869,2.667182034,1.815588059,3.971273096,3.545815844,43.51287846,0.692328097,1.1859194,1,0.463371503,0.797210198,0.003664954,-0.367695307,0.170518339,0,-0.769226164,-0.226636898
45NN,30.26,45.6,1.506939855,7.56,34.7,166,192,2.16913,145.17,0.24428,12.62768,56.34314,1.83572,90.17,0.14094,9.07864,27.59136,5.111987788,5.257495372,0.774326166,0.607436775,4.977905469,4.501696778,-1.409440171,-1.959421011,3.553544709,3.01307816,7.506206765,5.252747852,49.11969146,0.846293214,0.621133843,0.576960865,0.718947582,0.489702207,0.063193141,-0.166889391,-0.476208692,-0.54998084,-0.329966828,-0.713957813
45RN,28.94,40.4,1.395991707,10.99,26.78,248,255,6.89401,221.16,0.15889,11.66431,45.43003,3.37821,65.71,0.11328,10.35446,27.3589,5.513428746,5.541263545,1.930652919,1.217345983,5.398886421,4.185251121,-1.83954314,-2.177892649,3.415305257,3.217834676,6.740180265,5.230573582,19.45112944,0.490021047,0.297115211,0.712946063,0.887704459,0.602220602,0.0120885,-0.713306936,-1.2136353,-0.338349509,-0.119116408,-0.507131452
46NN,27.75,46.6,1.679279279,17.38,26.82,287,349,24.05501,160.58,0.23228,17.21653,51.43816,21.04885,92.85,0.21211,16.23659,51.77665,5.659482216,5.855071922,3.180343291,3.046845927,5.078792261,4.530985288,-1.459811738,-1.550650271,4.149280661,4.029465225,7.172040156,7.19559935,4.411167356,0.875029776,0.578216465,0.913165146,0.943081446,1.006580523,0.08494353,-0.133497363,-0.547806973,-0.090838532,-0.058602631,0.006558966
46RN,28.65,60.6,2.115183246,27.36,30.52,412,295,10.88487,129.51,0.01441,19.39217,52.84799,5.16958,223.76,0.04099,19.85101,65.78139,6.021023349,5.686975356,2.387373752,1.642791447,4.863758098,5.410574049,-4.239832869,-3.194427144,4.403654164,4.455447228,7.269662303,8.110572729,43.28398052,0.474932636,1.727743031,2.844552394,1.023661096,1.244728324,-0.1450752,-0.744582304,0.54681595,1.045405724,0.023385511,0.218917292
47NN,29.26,47.7,1.630211893,16.11,29.15,439,326,16.36487,150.65,0.12945,11.42101,21.39945,9.47743,100.46,0.16563,11.25925,12.9439,6.084499413,5.786897381,2.795136964,2.248913182,5.014959266,4.609759638,-2.044460573,-1.797998894,3.379498484,3.355480592,4.625953956,3.597763194,10.59992002,0.579132618,0.666843677,1.279490151,0.985836629,0.604870686,-0.12924692,-0.546223781,-0.405199628,0.246461679,-0.014264629,-0.502740586
47RN,27.5,40.9,1.487272727,9.4,29.33,237,217,3.03967,412.56,0.01441,9.62862,22.88856,3.69257,166.04,0.01441,6.92336,20.52703,5.468060141,5.379897354,1.111748957,1.306322693,6.02238165,5.112228723,-4.239832869,-4.239832869,3.103001772,2.63122785,4.784198993,4.53067655,44.96597221,1.214793053,0.402462672,1,0.719039696,0.896824877,-0.038288612,0.194573736,-0.910152927,0,-0.329838713,-0.108894668
1NN,30.83,58.26,1.889717807,22.98,31.52,398,638,36.35479,218.35,0.23756,15.05988,21.76176,36.92347,341.45,0.23574,13.47919,14.77865,5.986452005,6.458338283,3.59332597,3.608847392,5.38609928,5.833201255,-1.437335056,-1.445025776,3.880706121,3.67140164,4.664950161,3.844300977,9.247505719,1.015642505,1.563773758,0.992338778,0.895039668,0.679110973,0.204937607,0.015521422,0.447101976,-0.00769072,-0.11088724,-0.386970729
2NN,24.41,40.8,1.671446129,15.42,23.17,205,231,2.20252,117.88,0.22496,13.18394,71.85255,1.8187,163.61,0.08348,13.23735,64.09817,5.323009979,5.442417711,0.789602159,0.59812196,4.769667158,5.097485547,-1.49183267,-2.483148197,3.630969567,3.638316919,8.476588347,8.006133274,89.95986144,0.825735975,1.387936885,0.371088193,1.004051141,0.892079265,0.051858119,-0.191480199,0.327818389,-0.991315528,0.004042957,-0.114200288
3RN,22.58,34.99,1.549601417,9.65,22.83,205,239,3.38108,164.82,0.3198,10.15153,29.14187,3.43273,171.69,0.22133,7.39712,27.66473,5.323009979,5.476463552,1.218195185,1.233355863,5.104853969,5.145690525,-1.140059479,-1.508100479,3.186146575,2.719764696,5.398321035,5.259727179,50.01558526,1.015276184,1.041681835,0.692088806,0.728670457,0.949312107,0.06664404,0.015160678,0.040836556,-0.368040999,-0.316533697,-0.052017655
5NN,22.51,39.1,1.737005775,10.96,25.77,193,199,2.3017,293.92,0.26014,4.67244,31.97044,2.13876,114.81,0.34013,5.88647,22.2753,5.262690189,5.293304825,0.83364798,0.760226222,5.683307621,4.743278588,-1.346535331,-1.078427382,2.161582753,2.426204855,5.654240886,4.719671599,53.68063738,0.929208846,0.390616494,1.307488276,1.259827842,0.696746745,0.013295767,-0.073421758,-0.940029034,0.26810795,0.230975078,-0.361333284
6RN,25.07,48,1.914639011,17.17,27.75,312,224,6.07087,398.02,0.48723,9.80649,28.41791,8.23353,540.47,0.26426,12.43359,28.90852,5.743003188,5.411646052,1.803501923,2.108214841,5.986502255,6.292439131,-0.719018988,-1.330821812,3.131531574,3.526129606,5.330845149,5.376664393,65.64256157,1.356235597,1.357896588,0.542372186,1.267894017,1.017264113,-0.143906576,0.304712919,0.305936876,-0.611802823,0.23735727,0.017116781
10NN,22.37,31,1.385784533,7.88,21.81,223,203,3.81764,396.84,0.28537,8.86122,37.53173,5.37527,594.16,0.1789,9.20007,26.64631,5.407171771,5.313205979,1.339632431,1.681808805,5.983533177,6.387148643,-1.253968695,-1.720928288,2.97678014,3.033161717,6.126314553,5.162006393,110.5358429,1.408008613,1.497228102,0.626905421,1.038239655,0.709967539,-0.040808825,0.342176375,0.403615467,-0.466959593,0.03752664,-0.34253603
10RN,26.12,43.2,1.653905054,14.24,26.74,153,361,4.16326,677.34,0.24517,10.8224,30.47585,3.32071,259.12,0.23665,11.57785,37.82711,5.030437921,5.888877958,1.426298421,1.200178615,6.518173363,5.557291275,-1.405803432,-1.441173023,3.289741631,3.402623987,5.520493637,6.150374785,78.03150531,0.797622536,0.38255529,0.965248603,1.069804295,1.241215914,0.372815771,-0.226119806,-0.960882087,-0.035369591,0.06747573,0.216091475
30NN,22.14,44.2,1.996386631,15.16,26.92,185,282,5.72859,116.89,0.11256,14.27168,41.68936,4.01919,107.67,0.15322,12.17308,30.95428,5.220355825,5.641907071,1.745469427,1.39108039,4.761233322,4.679070994,-2.184268866,-1.875880482,3.777787712,3.488994124,6.456729822,5.563657071,26.78897987,0.701601965,0.921122423,1.361229566,0.852953542,0.742498326,0.18307738,-0.354389037,-0.082162328,0.308388384,-0.159050197,-0.297734663
30RN,25.38,50.72,1.998423956,19.37,28.24,302,309,2.64653,199.46,0.10391,15.2541,10.46123,4.27126,117.8,0.05623,16.66779,15.6235,5.710427017,5.733341277,0.973249348,1.451908866,5.295613715,4.768988271,-2.264230139,-2.878304857,3.905649754,4.082620482,3.234382476,3.952657334,27.57968375,1.613909534,0.590594605,0.541141372,1.092676067,1.493466829,0.009951536,0.478659517,-0.526625444,-0.614074718,0.088629795,0.401100148
31NN,20.4,48,2.352941176,22.46,23.6,278,257,5.45934,159.92,0.19342,10.84429,40.13944,6.04606,147.8,0.14843,11.37843,49.17478,5.627621114,5.549076085,1.697327903,1.79940682,5.07467369,4.995860009,-1.642891289,-1.907641812,3.29306696,3.37319285,6.33556943,7.012473173,24.44567206,1.107470866,0.924212106,0.767397374,1.049255415,1.225098806,-0.034111673,0.102078916,-0.078813682,-0.264750523,0.048080784,0.203021499
36RN,26.41,38,1.438848921,12.26,23.55,191,329,2.28927,69.58,0.30327,7.35664,21.03364,1.86976,50.51,0.21776,8.16161,19.91183,5.252273428,5.796057751,0.828232989,0.62581008,4.24247717,3.922171336,-1.193131781,-1.52436174,2.712312666,2.856853164,4.586244651,4.462267361,27.01416225,0.816749444,0.725926991,0.71804003,1.109420877,0.946665912,0.236162531,-0.202422909,-0.320305833,-0.331229959,0.103838147,-0.054809034
41RN,31.85,54.5,1.711145997,22.08,29,402,528,15.36491,399.77,0.16699,12.21079,16.99559,10.09024,121.74,0.10391,10.74918,19.51755,5.996452089,6.269096284,2.732086338,2.31156862,5.990889382,4.801887623,-1.789821349,-2.264230139,3.494394082,3.278594211,4.1225708,4.417867132,12.06512432,0.656706743,0.304525102,0.62225283,0.880301766,1.148389082,0.118407869,-0.420517718,-1.189001758,-0.47440879,-0.127490514,0.138360162
44NN,30.66,50,1.630789302,12.13,35.45,239,304,3.9481,351.52,0.13574,10.89475,28.97652,10.43211,153.08,0.10332,9.29526,26.40063,5.476463552,5.717027701,1.373234451,2.34488855,5.862266609,5.030960661,-1.997013988,-2.269924311,3.300719619,3.048812884,5.382984302,5.138154338,14.67392503,2.642311492,0.4354802,0.761161043,0.853187086,0.911104232,0.104475683,0.971654099,-0.831305949,-0.272910323,-0.158776428,-0.093097973
48NN,26.25,58.3,2.220952381,29.17,26.01,271,428,2.35391,341.82,0.1738,15.34037,51.15102,11.62744,336.72,0.08857,8.90237,9.65945,5.602118821,6.059123196,0.856077775,2.453367822,5.834284283,5.819251724,-1.749850066,-2.423962079,3.91667844,2.983683964,7.151994128,3.107965573,28.959083,4.939628108,0.985079867,0.509608746,0.58032303,0.188841787,0.198474478,1.597290047,-0.015032558,-0.674112012,-0.544170382,-1.66684572
48RN,25.6,51.9,2.02734375,20.98,27.93,255,378,15.9298,259.95,0.22069,10.29107,11.08706,3.76112,342.62,0.19953,12.26206,55.56428,5.541263545,5.934894196,2.768191569,1.324716785,5.560489305,5.836621961,-1.510996277,-1.611790678,3.207969763,3.501722433,3.329723712,7.454145156,91.09520568,0.236105915,1.318022697,0.9041189,1.191524302,5.011633382,0.170951619,-1.443474782,0.276132657,-0.100794401,0.175233413,1.611761886
49NN,23.31,43,1.844701845,15.19,25.78,290,289,1.97086,154.08,0.09354,16.5425,21.27483,1.51288,134.97,0.11887,13.87153,18.06184,5.669880923,5.666426688,0.678469996,0.414015119,5.037471948,4.905052532,-2.369366127,-2.12972482,4.067247226,3.724450295,4.612464634,4.249922352,89.21394955,0.767624286,0.87597352,1.270793244,0.838538915,0.848976937,-0.001500155,-0.264454876,-0.132419417,0.239641307,-0.176094289,-0.163723258
50RN,26.7,57.6,2.157303371,24.11,30.51,345,281,5.63731,124.78,0.064,10.41269,23.5292,5.32503,113.26,0.05547,10.02772,23.48895,5.843544417,5.638354669,1.729407001,1.672418345,4.826552187,4.729686061,-2.748872196,-2.891912945,3.22687,3.166657544,4.850690672,4.846540003,21.26936374,0.944604785,0.907677512,0.86671875,0.963028766,0.99828936,-0.089112775,-0.056988656,-0.096866126,-0.143040749,-0.037671996,-0.001712105
51NN,29.49,46.43,1.574432011,13.3,30.49,210,259,3.34504,19.93,0.06658,11.76854,30.29726,4.5713,30.64,0.14007,13.77772,34.93472,5.347107531,5.556828062,1.207478652,1.519797628,2.992226134,3.422306345,-2.709351047,-1.965612981,3.430530571,3.711835126,5.504294687,5.910560041,6.702688513,1.366590534,1.537380833,2.10378492,1.170724661,1.153065327,0.091080469,0.312318977,0.430080211,0.743738065,0.157622925,0.142423898
52NN,27.46,40.8,1.485797524,9.69,28.65,282,264,1.22674,125.08,0.28782,5.79016,29.30052,2.70968,188.61,0.16138,6.60243,21.66203,5.641907071,5.575949103,0.204360244,0.996830547,4.828953533,5.239681391,-1.245419994,-1.823993447,2.40627513,2.56951941,5.412995474,4.654248597,69.60600514,2.20884621,1.507914934,0.560697658,1.140284552,0.739305309,-0.028645181,0.792470302,0.410727858,-0.578573453,0.131277838,-0.302044305
52RN,27.17,52.3,1.924917188,18.69,30.65,221,317,5.10214,279.32,0.26722,10.11324,37.29687,6.38533,506.6,0.16723,10.67472,36.17965,5.398162702,5.758901774,1.62966006,1.854003172,5.632358078,6.227721738,-1.31968299,-1.788385169,3.180132073,3.267219001,6.107116341,6.014952203,79.33810782,1.251500351,1.813690391,0.625813936,1.055519299,0.970045208,0.156666989,0.224343112,0.59536366,-0.468702179,0.054032872,-0.030412602
54NN,25.91,45.4,1.75221922,15.15,27.4,300,278,4.59887,80.85,0.20271,9.62516,33.38442,3.99871,140,0.15761,10.25866,33.87073,5.703782475,5.627621114,1.525810621,1.385971809,4.392595586,4.941642423,-1.595978893,-1.847631652,3.102444198,3.202914298,5.777925233,5.819856527,35.01129114,0.869498377,1.731601732,0.777514676,1.065817088,1.014566975,-0.033076459,-0.139838812,0.549046837,-0.251652759,0.063741724,0.014461896
55NN,22.25,43.5,1.95505618,16.27,25.27,349,320,2.67818,134.82,0.11611,12.54608,21.51456,2.73501,234.38,0.19872,6.27047,24.40886,5.855071922,5.768320996,0.985137459,1.006135092,4.903940555,5.45694373,-2.153217261,-1.61585848,3.542044607,2.504090653,4.638379027,4.94053236,85.69621318,1.021219634,1.738466103,1.711480493,0.499795155,1.134527501,-0.037675449,0.020997633,0.553003174,0.537358781,-0.693556955,0.126216266
55RN,27.21,38.9,1.429621463,6.73,29.79,341,360,2.65872,161.14,0.15004,6.78218,26.12808,4.31503,143.98,0.15058,12.72811,24.53455,5.831882477,5.886104031,0.977844804,1.462104277,5.082273552,4.969674401,-1.896853354,-1.893260775,2.604261892,3.567647684,5.111563362,4.953236316,33.36709131,1.622972709,0.89350875,1.00359904,1.876698938,0.939010827,0.023548122,0.484259473,-0.112599151,0.003592579,0.629514349,-0.062928269
56NN,27.75,54.9,1.978378378,23.05,28.66,303,368,5.90838,116.29,0.14897,13.59837,23.09876,6.14238,96.69,0.10193,11.79608,10.86502,5.713732806,5.908082938,1.776371682,1.815212289,4.756087071,4.571509984,-1.904010336,-2.283468976,3.687596778,3.434542182,4.806116936,3.296212979,15.74145527,1.039604765,0.831455843,0.684231725,0.867462791,0.470372436,0.08440519,0.038840607,-0.184577087,-0.379458639,-0.14218266,-0.754230481
56RN,35.63,57.6,1.616615212,18.05,36.1,213,290,12.5088,109.94,0.23359,9.66233,22.31643,10.8206,82.64,0.21292,9.57302,19.29678,5.361292166,5.669880923,2.526432397,2.381451725,4.699934762,4.414493825,-1.454187837,-1.546838771,3.108428864,3.094029735,4.724026884,4.392810035,7.637284439,0.865039013,0.751682736,0.911511623,0.990756888,0.864689379,0.134018394,-0.144980671,-0.285440938,-0.092650933,-0.009286095,-0.145384936
57RN,31.45,56.7,1.802861685,20.98,33,275,317,3.30788,206.3,0.19362,10.9539,31.09893,7.40633,126.75,0.06266,14.18172,32.83224,5.616771098,5.758901774,1.196307501,2.00233504,5.32933142,4.842216642,-1.641857804,-2.770031993,3.309667657,3.765862451,5.576641462,5.729942408,17.11373919,2.238995973,0.61439651,0.323623593,1.29467313,1.055735358,0.061726568,0.806027539,-0.487114778,-1.128174189,0.258258254,0.054237546
58NN,24.95,41.7,1.671342685,9.51,29.89,290,224,7.25337,75.95,0.17632,12.12122,14.78809,4.07733,217.51,0.3286,3.58879,11.17742,5.669880923,5.411646052,1.981466188,1.405442362,4.330075229,5.382244826,-1.735454753,-1.112914073,3.481554251,1.894410198,3.845528572,3.343264871,53.34618488,0.562129052,2.863857801,1.863656987,0.296074983,0.755839327,-0.11214998,-0.576023826,1.052169597,0.622540679,-1.217142536,-0.279926456
58RN,27.52,40.7,1.478924419,12.58,26.13,257,253,4.55221,124.17,0.30915,6.83576,16.75958,7.41977,67.52,0.20932,11.19097,14.79714,5.549076085,5.533389489,1.515612829,2.004148059,4.821651594,4.21242385,-1.173928683,-1.563891097,2.614528638,3.34529072,4.093846602,3.846705084,9.100012534,1.629927002,0.543770637,0.677082322,1.637121549,0.882906374,-0.006812602,0.48853523,-0.609227744,-0.389962415,0.492939547,-0.124536116
59NN,30.8,51.8,1.681818182,21.12,27.45,304,233,4.45876,364.02,0.21517,11.54504,47.7934,3.33267,534.35,0.14403,11.46391,49.4987,5.717027701,5.451038454,1.4948707,1.203773785,5.897208811,6.281051055,-1.536326866,-1.937733668,3.397799288,3.38583963,6.913277081,7.035531252,160.336907,0.747443235,1.467913851,0.669377701,0.99297274,1.035680659,-0.115517663,-0.291096916,0.383842244,-0.401406803,-0.007052067,0.035058852
59RN,26.38,44.57,1.689537528,14.72,27,271,260,3.46361,212.83,0.15988,11.70532,38.62781,2.99881,160.53,0.14951,9.90038,25.07892,5.602118821,5.560681631,1.242311398,1.098215543,5.360493725,5.078480841,-1.833331745,-1.900391999,3.421303845,3.14648693,6.215127513,5.007885781,53.53123406,0.865804753,0.754263967,0.935138854,0.845801738,0.649245194,-0.017995943,-0.144095854,-0.282012883,-0.067060254,-0.167470299,-0.431944831
60NN,32,46.6,1.45625,15.17,28.56,662,667,5.32503,226.87,0.16457,7.60507,5.31085,4.8613,152.55,0.12709,6.60178,5.16894,6.495265556,6.502790046,1.672418345,1.581305892,5.424377166,5.027492411,-1.804419267,-2.062859782,2.757729138,2.569392924,2.304528151,2.273530294,31.38049493,0.912915045,0.672411513,0.772254967,0.868076165,0.97327923,0.003267844,-0.091112453,-0.396884755,-0.258440515,-0.14147582,-0.02708426
60RN,28.92,44.8,1.549100968,12.45,29.35,287,286,8.50263,117.35,0.21831,10.36986,21.43969,7.96557,81.75,0.23324,11.03941,21.98169,5.659482216,5.655991811,2.140375527,2.075128504,4.765160922,4.40366581,-1.521839208,-1.455687313,3.2202267,3.322560759,4.630301286,4.688463501,10.26291904,0.936836014,0.696634001,1.068388988,1.064566928,1.025280216,-0.001515864,-0.065247024,-0.361495112,0.066151895,0.062568076,0.024965957
61NN,18.31,27,1.474604042,2.18,22.43,239,224,0.86617,233.75,0.34494,0.33867,12.47543,1.52919,247.22,0.23444,2.60146,25.36153,5.476463552,5.411646052,-0.143674085,0.424738183,5.454252168,5.510278628,-1.06438479,-1.450555587,0.581953606,1.612904213,3.532057474,5.036023233,161.6672879,1.765461745,1.057625668,0.679654433,7.681400774,2.032918304,-0.028149883,0.568412268,0.05602646,-0.386170797,2.038801923,0.709472349
61RN,31.9,56.96,1.785579937,19.61,33.66,307,445,16.83868,4.99,0.21978,11.56156,40.97869,29.3839,196.36,0.13177,10.90374,35.23191,5.726847748,6.098074282,2.823678621,3.380446905,1.60743591,5.279949709,-1.515128233,-2.0266973,3.400229404,3.302081162,6.40145999,5.935647395,6.682571068,1.745023957,39.3507014,0.5995541,0.943102834,0.859761744,0.161221636,0.556768284,3.672513799,-0.511569067,-0.058579952,-0.15109997
62RN,27.09,49.4,1.823551126,18.21,28.39,270,236,2.19195,75.8,0.33716,8.03858,17.76793,0.52583,91.75,0.08996,6.10623,10.44672,5.598421959,5.463831805,0.784791559,-0.642777312,4.328098293,4.519067487,-1.087197684,-2.408390152,2.835238967,2.471078712,4.215202249,3.232138611,174.4860506,0.239891421,1.210422164,0.266816942,0.759615504,0.58795369,-0.058451761,-1.427568871,0.190969195,-1.321192466,-0.27494289,-0.531107093
63NN,20.54,29.1,1.416747809,3,24.12,304,271,3.21047,245.65,0.00669,6.58615,14.45872,5.00498,361.94,0.01441,8.09993,15.44887,5.717027701,5.602118821,1.166417344,1.610433417,5.503907759,5.891478452,-5.007141405,-4.239832869,2.566349548,2.846037596,3.80246236,3.930505057,72.31597329,1.558955542,1.47339711,2.153961136,1.229842928,1.068481166,-0.049904293,0.444016073,0.387570694,0.767308536,0.20688646,0.066238169
63RN,29.51,46.4,1.572348356,7.96,35.39,206,271,5.5038,180.1,0.06658,11.80882,23.40854,8.2445,367.38,0.0599,11.07168,18.62058,5.327876169,5.602118821,1.705438763,2.109546311,5.193512252,5.906396735,-2.709351047,-2.815078774,3.436396368,3.32741341,4.838237282,4.315157008,44.56061617,1.497965042,2.039866741,0.89966957,0.937577167,0.795460973,0.119102071,0.404107548,0.712884483,-0.105727728,-0.064456213,-0.228833492
64RN,27.26,50.3,1.845194424,19.11,28.85,358,317,4.51612,121.13,0.1348,13.61796,28.11637,6.41123,194.19,0.21536,12.43137,34.77355,5.880532986,5.758901774,1.507653218,1.85805114,4.796864349,5.268837061,-2.003963081,-1.535444233,3.690252024,3.525814799,5.302487152,5.896910208,30.2890397,1.419632339,1.603153637,1.597626113,0.912865804,1.236772386,-0.052823764,0.350397922,0.471972712,0.468518848,-0.091166393,0.212505072
65NN,31.14,44.7,1.435452794,10.79,31.08,260,244,4.56812,79.6,0.1862,11.72044,20.55006,4.62536,185.82,0.15684,7.61632,15.84959,5.560681631,5.497168225,1.519101742,1.531554206,4.377014093,5.224778463,-1.680933914,-1.852529102,3.423512816,2.759768106,4.5332174,3.981154355,40.17417023,1.012530319,2.334422111,0.842320086,0.649832259,0.771267334,-0.027583522,0.012452464,0.847764371,-0.171595187,-0.431041012,-0.259720229
65RN,26.35,31.54,1.196963947,2.75,26.88,237,179,4.98808,101.8,0.25214,1.03427,11.31855,6.57139,124.02,0.14235,2.82373,9.34643,5.468060141,5.187385806,1.607051066,1.882725378,4.623010104,4.820442843,-1.37777079,-1.949466465,1.016990659,1.680395787,3.364305277,3.057193157,18.87271947,1.317418726,1.21827112,0.564567304,2.730167171,0.825762134,-0.121895315,0.275674311,0.197432739,-0.571695675,1.004362842,-0.19144852
66NN,29.1,58.8,2.020618557,18.39,36.84,199,219,5.44876,549.9,0.17311,11.26169,29.46791,3.83085,332.9,0.16771,12.09924,22.26923,5.293304825,5.38907173,1.69538806,1.343086711,6.309736444,5.807842145,-1.753828048,-1.785518982,3.355844156,3.478396182,5.428435318,4.719028502,86.8997742,0.703068221,0.605382797,0.968805962,1.074371609,0.755711213,0.041591038,-0.352301349,-0.501894299,-0.031690933,0.071735941,-0.280095969
66RN,27.92,49,1.755014327,16.98,29.59,225,210,6.97231,172.54,0.14178,10.66628,36.53055,6.52152,181.03,0.10112,12.60052,31.42342,5.416100402,5.347107531,1.94194659,1.875107478,5.150629094,5.198662763,-1.953478719,-2.291447349,3.265927127,3.549721116,6.044050794,5.60565964,27.75886603,0.935345675,1.049205981,0.713217661,1.181341574,0.860195644,-0.029963223,-0.066839112,0.04803367,-0.33796863,0.16665072,-0.150595423
67NN,27.07,44.4,1.640192095,13.44,28.6,215,185,17.22329,230.62,0.18966,13.18323,48.13092,9.1188,142.45,0.18146,8.75392,25.75464,5.370638028,5.220355825,2.846262538,2.210338216,5.440771334,4.958991061,-1.662522284,-1.706720035,3.630871796,2.958702418,6.937645134,5.074902955,15.62157301,0.529445884,0.617682768,0.956764737,0.664019364,0.535095527,-0.065266732,-0.635924321,-0.481780274,-0.044197752,-0.409443967,-0.625309993
67RN,24.02,48.12,2.003330558,19.01,27.1,339,188,3.27852,387.08,0.20409,12.42453,34.55717,3.63291,693.86,0.14007,7.79202,10.78566,5.826000107,5.236441963,1.187392101,1.29003398,5.95863139,6.542270211,-1.589194206,-1.965612981,3.524844677,2.791418994,5.878534681,3.284152859,190.9928955,1.108094506,1.792549344,0.686314861,0.627148069,0.312110627,-0.256041849,0.102641879,0.583638821,-0.376418776,-0.466572612,-1.16439758
68RN,28.36,44.8,1.579689704,9.85,32.81,196,225,7.54641,182.45,0.20975,27.44555,43.17696,11.4452,339.53,0.21808,31.42791,40.54217,5.278114659,5.416100402,2.021071953,2.437570428,5.206476163,5.827562308,-1.561838934,-1.522893311,5.238850065,5.606060114,6.570917744,6.367273357,29.66571139,1.516641688,1.860948205,1.039713945,1.14510039,0.938976945,0.059926447,0.416498475,0.621086145,0.038945622,0.13549231,-0.062964353
69NN,29.13,56.6,1.943014075,16.5,37.37,239,234,17.94699,154.42,0.20579,25.4363,19.77995,8.49092,158.33,0.19391,24.20123,22.60604,5.476463552,5.455321115,2.887422413,2.138997357,5.039676163,5.064681463,-1.580899048,-1.640361145,5.043441285,4.919474565,4.44746557,4.754580949,18.64697818,0.47311109,1.025320554,0.942271247,0.951444589,1.142876499,-0.009182044,-0.748425055,0.025005299,-0.059462098,-0.049773829,0.133548329
69RN,27.56,51.1,1.85413643,16.38,31.98,259,266,30.59311,205.71,0.25411,24.03926,20.40146,28.93516,571.73,0.2156,21.67693,18.22654,5.556828062,5.583496309,3.42077482,3.365057465,5.32646741,6.348666852,-1.369988035,-1.53433044,4.902984805,4.65584901,4.516797538,4.269255204,19.759006,0.945806425,2.779300958,0.848451458,0.901730336,0.893393904,0.011581873,-0.055717356,1.022199442,-0.164342405,-0.103439766,-0.112727693
71NN,26.66,52.5,1.969242311,20.12,30.12,217,345,5.02776,33.53,0.12463,24.64216,29.11845,9.54173,150.35,0.29813,26.85953,46.15761,5.379897354,5.843544417,1.614974557,2.255674811,3.51244056,5.012965909,-2.082405931,-1.210225646,4.964087026,5.182618064,5.396151406,6.793939211,15.75710065,1.897809362,4.48404414,2.392120677,1.089982777,1.585167136,0.201359361,0.640700254,1.500525349,0.872180285,0.086161895,0.46068985
72NN,29.48,38.3,1.299185889,8.1,28.1,213,264,1.89572,57.03,0.01557,16.68224,35.29677,2.06871,94.52,0.04871,15.40105,32.57802,5.361292166,5.575949103,0.639598714,0.726925225,4.043577445,4.548811452,-4.162409293,-3.021870931,4.084389795,3.924417154,5.941108482,5.70771583,45.69030942,1.091252928,1.657373312,3.128452152,0.923200362,0.922974538,0.093224323,0.087326511,0.505234007,1.140538362,-0.079908991,-0.080153631
